OBJECTID,URI,FEATURE_TYPE,NAME,OPERATIONAL_STATUS,FEATURE_DATE,FEATURE_SOURCE,ATTRIBUTE_DATE,ATTRIBUTE_SOURCE,SOURCE_UFI,SOURCE_JURISDICTION,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,LOADING_DATE,RELATIONSHIP,CAPACITY_KV,SHAPE_Length
2273,,110008,Yabulu South to Alan Sherriff,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2044,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.213144662
2274,,110008,Alan Sherriff to Dan Gleeson Tee,Operational,19/07/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2045,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.054797559
2275,,110008,Ashgrove West-T30 to Upper Kedron-H23,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2046,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Undetermined,110,0.080048566
2276,,110008,Charlotte Street-SSCST to Makerston Street-SSMST,Operational,20/12/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2047,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,110,0.009887788
2277,,110008,Charlotte Street-SSCST to Makerston Street-SSMST,Operational,20/12/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2048,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,110,0.009887788
2278,,110008,Strathmore to Bowen North,Operational,29/08/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2090,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.671034133
2279,,110008,Alligator Creek to Mackay Ports,Operational,9/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2174,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.212001888
2280,,110008,Alligator Creek to Louisa Creek,Operational,9/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2175,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.102998815
2281,,110008,Memooloo to Rolleston,Operational,23/02/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2178,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.267389796
2282,,110008,Stanwell to Wycarbah,Operational,23/04/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2182,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.097123278
2283,,110008,Gladstone North to Wiggins Island,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2183,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.048664556
2284,,110008,Gladstone North to Wiggins Island,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2184,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.048989717
2285,,110008,Halys-S2 to Braemar,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2185,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,1.069919976
2286,,110008,Halys-S2 to Braemar,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2186,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,1.069921826
2287,,110008,Griffin to Hays Inlet,Operational,18/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2189,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.06550688
2288,,110008,Condabri North to Columboola 1,Operational,12/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2190,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.06231017
2289,,110008,Condabri North to Columboola 1,Operational,12/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2191,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.062088505
2290,,110008,Condabri Central to Condabri South,Operational,25/07/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2194,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.147265968
2291,,110008,Condabri Central to Condabri North,Operational,25/07/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2195,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.14046946
2292,,110008,Condabri Central to Condabri South,Operational,25/07/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2196,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.147141837
2293,,110008,Condabri Central to Condabri North,Operational,25/07/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2197,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.140432756
2294,,110008,Orana to Columboola,Operational,16/04/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2192,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.402637956
2295,,110008,Columboola to Wandoan South,Operational,12/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2200,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.683293337
2296,,110008,Wandoan South to Yuleba North,Operational,29/04/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2201,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.370049557
2297,,110008,Yuleba North to Clifford Creek,Operational,16/04/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2203,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.183297215
2298,,110008,Yuleba North to Dinoun South,Operational,16/04/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2204,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.093721593
2299,,110008,Yuleba North to Clifford Creek,Operational,16/04/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2206,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.183423605
2300,,110008,Wandoan South to Woleebee Creek,Operational,29/04/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2207,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.051718867
2301,,110008,Braemar to Western Downs,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2209,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.263579478
2302,,110008,Richlands-T187 to Algester-T161,Operational,20/12/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2210,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.077268095
2303,,110008,Richlands to Rocklea-H16,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2211,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.117309663
2304,,110008,Kumbarilla Park to Jordan,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2212,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.221190356
2305,,110008,Kumbarilla Park to Jordan,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2214,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.221161433
2306,,110008,Ashgrove West to Kelvin Grove,Operational,20/12/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2216,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.040765853
2307,,110008,Milton to Kelvin Grove,Operational,20/12/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2217,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.012436318
2308,,110008,Swanbank E Substation to Blackstone,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2218,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.018288203
2309,,110008,Cades County to Molendinar,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2222,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.10231827
2310,,110008,Cooktown Feeder,Operational,4/02/2015 0:00,Esri World Imagery,16/07/2007 0:00,AEMO-Australian Energy Market Operators 2019,2238,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.221113703
